id,college_name,college_city,college_state
356,"VCR Degree and PG College, Chittoor",Chittoor,Andhra Pradesh
357,"Sri Vivekananda Degree College, Madanapalle",Chittoor,Andhra Pradesh
358,"Rayalaseema College of Education, Srikalahasti",Chittoor,Andhra Pradesh
359,"B R M B Ed College of Education, Chittoor",Chittoor,Andhra Pradesh
360,"K M M College of Education, Ramireddypalli",Chittoor,Andhra Pradesh
361,"S G Government Degree And PG College, Piler",Chittoor,Andhra Pradesh
362,"Himaja Degree College, Puttur",Chittoor,Andhra Pradesh
363,"SVCR Government Degree College, Palamaner",Chittoor,Andhra Pradesh
364,"PVKN Government College, Chittoor",Chittoor,Andhra Pradesh
365,"Government Degree College for Women, Madanapalle",Chittoor,Andhra Pradesh
366,"Government Degree College, Puttur",Chittoor,Andhra Pradesh
367,"Subha Ram Government Degree College, Chittoor",Chittoor,Andhra Pradesh
368,"Sri Venkateswara Oriental College, Chittoor",Chittoor,Andhra Pradesh
369,"Sri R K M Law College, Chittoor",Chittoor,Andhra Pradesh
370,"Smt NPS Govt Degree College for Women, Chittoor",Chittoor,Andhra Pradesh
371,"SV College of Music and Dance, Chittor",Chittoor,Andhra Pradesh
372,"Sri Vidyaprakasa Ananda Govt Degree College, Chittoor",Chittoor,Andhra Pradesh
373,"S G Govt Degree and PG College, Chittoor",Chittoor,Andhra Pradesh
374,"SGS Arts College, Chittor",Chittoor,Andhra Pradesh
375,"N T R Govt Degree College, Vayalpad",Chittoor,Andhra Pradesh
376,"Government Degree College, Chittoor",Chittoor,Andhra Pradesh
377,"Govt Degree College, Karveti nagaram",Chittoor,Andhra Pradesh
378,"Govt Degree College, Nagari",Chittoor,Andhra Pradesh
379,"Government Degree College, Srikalhasti",Chittoor,Andhra Pradesh
380,"Sir Vishveshwaraiah Institute of Science & Technology (SVIST), Chittoor",Chittoor,Andhra Pradesh
381,"Sri kalahasteeswara Institute of Technology (SKIT), Srikalahasti",Chittoor,Andhra Pradesh
382,"MJR College of Engineering and Technology, Piler",Chittoor,Andhra Pradesh
383,"Besant Theosophical College, Madanapalle",Chittoor,Andhra Pradesh
384,"CNR Arts & Science College, Piler",Chittoor,Andhra Pradesh
385,"SVA Government College for Men, Srikalahasthi",Chittoor,Andhra Pradesh
386,"Sambhram Degree College (SDC), Chittoor",Chittoor,Andhra Pradesh
387,"Vaishnavi Institute of Technology (VIT), Tirupati",Chittoor,Andhra Pradesh
388,"Seshachala Para Medical Sciences, Puttur",Chittoor,Andhra Pradesh
389,"Oxford Degree College, Srikalahasti",Chittoor,Andhra Pradesh
390,"Sri Venkateshwara School of Nursing, Chittoor",Chittoor,Andhra Pradesh
391,Other,Chittoor,Andhra Pradesh
392,"QIS College of Education, Ongole",Prakashm,Andhra Pradesh
393,"RISE Krishna Sai Gandhi Group Of Institutions, ONGOLE",Prakashm,Andhra Pradesh
394,"RISE Krishna Sai Prakasam Group Of Institutions, ONGOLE",Prakashm,Andhra Pradesh
395,"D A Government Polytechnic, Prakasam",Prakashm,Andhra Pradesh
396,"Dr Samuel George Institute Of Pharmaceutical Sciences, Markapur",Prakashm,Andhra Pradesh
397,QIS College of Engineering & Technology,Prakashm,Andhra Pradesh
398,Dr Samuel George Institute of Engineering & Technology,Prakashm,Andhra Pradesh
399,"QIS College of Engineering and Technology, Ongole",Prakashm,Andhra Pradesh
400,"Dr Samuel George Institute of Pharmaceutical Sciences, Prakasam",Prakashm,Andhra Pradesh
401,"BA & KR Degree & PG College, Ongole",Prakashm,Andhra Pradesh
402,"Malineni Lakshmaiah Engineering College, Singarayakonda",Prakashm,Andhra Pradesh
403,"Malineni Lakshmaiah MBA College, Singarayakonda",Prakashm,Andhra Pradesh
404,"QIS Institute of Technology, Ongole",Prakashm,Andhra Pradesh
405,"Sriji Degree College, Naguluppalapadu",Prakashm,Andhra Pradesh
406,"Vutukuri Ramayya Sreshti And Yarlagadda Ranaganayakulu Naidu College, Chirala",Prakashm,Andhra Pradesh
407,"Vasavi MCA & MBA College, Cumbum",Prakashm,Andhra Pradesh
408,"DCRM PG College MCA, Inkollu",Prakashm,Andhra Pradesh
409,"Kalyani MCA College, Kothapatnam",Prakashm,Andhra Pradesh
410,"Naripalla Narayana Swamy Vidya College of PG Studies, Chirala",Prakashm,Andhra Pradesh
411,"Prakasam Engineering College, Prakasam",Prakashm,Andhra Pradesh
412,"Dr Samuel George Institute of Engineering and Technology, Prakasam",Prakashm,Andhra Pradesh
413,"Shams_Ul_Uloom College of Education, Markapur",Prakashm,Andhra Pradesh
414,"S B V S R College of Education, Prakasam",Prakashm,Andhra Pradesh
415,"Sri Gowtham College of Education, Prakasam",Prakashm,Andhra Pradesh
416,"Sri Raja Rajeswari College of Education, Giddalur",Prakashm,Andhra Pradesh
417,"Sri Tatiparthi Venkata Reddy Memorial College of Education, Prakasam",Prakashm,Andhra Pradesh
418,"Adarsa College of Education, Giddalur",Prakashm,Andhra Pradesh
419,"A B R College of Education, Kanigiri",Prakashm,Andhra Pradesh
420,"G V And A D S L College of Education, Ongole",Prakashm,Andhra Pradesh
421,"S M Y College of Education, Prakasam",Prakashm,Andhra Pradesh
422,"ABR College of Engineering & Technology (ABRCET), Prakasam",Prakashm,Andhra Pradesh
423,"Shankar Reddy Institute of Pharmaceutical Sciences, Prakasam",Prakashm,Andhra Pradesh
424,"Kamala Institute of Management Studies, Prakasam",Prakashm,Andhra Pradesh
425,"A1 Global Institute of Engineering & Technology, Markapur",Prakashm,Andhra Pradesh
426,"Global Institute of Business Management, Markapur",Prakashm,Andhra Pradesh
427,"Indira Institute of Technology & Sciences, Markapur",Prakashm,Andhra Pradesh
428,"Rao and Naidu Engineering College, Ongole",Prakashm,Andhra Pradesh
429,"St Anns College of Pharmacy, Chirala",Prakashm,Andhra Pradesh
430,"Sri Satya Narayana Engineering College, Ongole",Prakashm,Andhra Pradesh
431,"DCRM Pharmacy College, Prakasam",Prakashm,Andhra Pradesh
432,"Bellamkonda Institute of Technology and Science Pharmacy College, Podili",Prakashm,Andhra Pradesh
433,"Krishna Chaitanya Institute Of Management, Prakasam",Prakashm,Andhra Pradesh
434,"B A & K R College of Pharmacy, Doddavarappadu",Prakashm,Andhra Pradesh
435,"Chaitanya College of Pharmacy, Devarajugattu",Prakashm,Andhra Pradesh
436,"Yarlagadda Amiapurnamba Government College for Women, Prakasam",Prakashm,Andhra Pradesh
437,"VV and M Aided Degree College, Prakasam",Prakashm,Andhra Pradesh
438,"TRR Govt Degree College, Kandukur",Prakashm,Andhra Pradesh
439,"St Pauls College of Education, Giddalur",Prakashm,Andhra Pradesh
440,"Sree Vasavi Kanyaka Parameswari Arts Science & Commerce College Committee, Markapur",Prakashm,Andhra Pradesh
441,"Sahms Ul Uloom College of Education, Podili",Prakashm,Andhra Pradesh
442,"KRK Government Degree College, Addanki",Prakashm,Andhra Pradesh
443,"Government Degree College, Kanigiri",Prakashm,Andhra Pradesh
444,"GVSM Government Degree College, Ulavapadu",Prakashm,Andhra Pradesh
445,"DS Government Degree College for Womens (DSGDCW), Ongole",Prakashm,Andhra Pradesh
446,"CSR Sarma College, Ongole",Prakashm,Andhra Pradesh
447,"SUVR and SR Government Polytechnic for Women, Prakasam",Prakashm,Andhra Pradesh
448,"P R R Polytechnic, Prakasam",Prakashm,Andhra Pradesh
449,"SVKP Polytechnic, Prakasam",Prakashm,Andhra Pradesh
450,"Pratap Polytechnic College, Prakasam",Prakashm,Andhra Pradesh
451,"Sri Y S Reddy Memorial Degree College, Prakasam",Prakashm,Andhra Pradesh
452,"Sriji Degree College, Prakasam",Prakashm,Andhra Pradesh
453,"SVKP Degree College, Prakasam",Prakashm,Andhra Pradesh
454,"STVRM College of Education, Chimakurthy",Prakashm,Andhra Pradesh
455,"SVKP College, Markapur",Prakashm,Andhra Pradesh
456,"Bharathi Degree College, Chirala",Prakashm,Andhra Pradesh
457,"Chaitanya Bharathi Degree College, Chirala",Prakashm,Andhra Pradesh
458,"Geetham Degree College, Ongole",Prakashm,Andhra Pradesh
459,"Geetanjali Degree College, Darsi",Prakashm,Andhra Pradesh
460,"Kalikamba College of Education, Chirala",Prakashm,Andhra Pradesh
461,"MG College of Education, Cumbum",Prakashm,Andhra Pradesh
462,"PSB College of Education, Chirala",Prakashm,Andhra Pradesh
463,"Priyanka College Of Education, Ongole",Prakashm,Andhra Pradesh
464,"Sri Satya Narayana College, Ongole",Prakashm,Andhra Pradesh
465,"Sri Gowthami Degree & PG College, Darsi",Prakashm,Andhra Pradesh
466,"Sri Harshini Degree & PG College, Martur",Prakashm,Andhra Pradesh
467,"Sri Harshini Degree College, Ongole",Prakashm,Andhra Pradesh
468,"ABM Degree College, Ongole",Prakashm,Andhra Pradesh
469,"AKVK Degree College, Ongole",Prakashm,Andhra Pradesh
470,"Annie Besant College of Education, Kandukur",Prakashm,Andhra Pradesh
471,"BBH Degree College, Vetapalem",Prakashm,Andhra Pradesh
472,"PACE Institute Of Technology & Sciences, Ongole",Prakashm,Andhra Pradesh
473,"Vivekananda Degree College, Martur",Prakashm,Andhra Pradesh
474,"YA Government College for Women, Chirala",Prakashm,Andhra Pradesh
475,"Yaswanthi College of Education, Bestawaripeta",Prakashm,Andhra Pradesh
476,"Viveka Arts & Science Degree College, Pamuru",Prakashm,Andhra Pradesh
477,"Viveka College of Education, Chirala",Prakashm,Andhra Pradesh
478,"Vivekananda College of Education, Kandukur",Prakashm,Andhra Pradesh
479,"Venkateswara College of Education, Bestavaripeta",Prakashm,Andhra Pradesh
480,"Veera Gandham Subba Rao & Anjaneyulu Memorial Degree College, Martur",Prakashm,Andhra Pradesh
481,"Velidi Venkateswarlu & Mangamma Degree College, Ongole",Prakashm,Andhra Pradesh
482,"TRS & SSS Degree College, Paruchur",Prakashm,Andhra Pradesh
483,"Tarlapadu College of Education, Tarlupadu",Prakashm,Andhra Pradesh
484,"TCMT College, Edugundlapadu",Prakashm,Andhra Pradesh
485,"Universal Degree College, Yerragondapalem",Prakashm,Andhra Pradesh
486,"SVBS Degree College, Komarole",Prakashm,Andhra Pradesh
487,"St John College of Education, Cumbum",Prakashm,Andhra Pradesh
488,"Sri Venkateswara College of Education, Darsi",Prakashm,Andhra Pradesh
489,"ST Marys B Ed College, Podili",Prakashm,Andhra Pradesh
490,"Sri Saichaitanya Degree College, Giddalur",Prakashm,Andhra Pradesh
491,"Sri Prathidba Degree College, Ongole",Prakashm,Andhra Pradesh
492,"Sri Rajarajeswari College of Education, Giddalur",Prakashm,Andhra Pradesh
493,"Sri Rama Krishna Degree College, Ongole",Prakashm,Andhra Pradesh
494,"Sri Sadhana Degree College, Markapur",Prakashm,Andhra Pradesh
495,"Sri Sai Degree College, Racharla",Prakashm,Andhra Pradesh
496,"Sri Nagarjuna Degree College, Ongole",Prakashm,Andhra Pradesh
497,"Sri Potti Sriramulu Degree College, Darsi",Prakashm,Andhra Pradesh
498,"Sri Jagruthi Degree College, Markapur",Prakashm,Andhra Pradesh
499,"Sri Kandula Obula Reddy Degree College, Bestavaripet",Prakashm,Andhra Pradesh
500,"Sri Gayatri Vidya Parishad Degree College, Kandukur",Prakashm,Andhra Pradesh
501,"Sri Gowthami College of Education, Darsi",Prakashm,Andhra Pradesh
502,"Sri Gowthami Degree College, Yerragondapalem",Prakashm,Andhra Pradesh
503,"Sri Gowthami Degree College, Santhanuthalapadu",Prakashm,Andhra Pradesh
504,"SLV College of Education, Cumbum",Prakashm,Andhra Pradesh
505,"Smt Koonapareddy Prameela Rani Degree College, Parchur",Prakashm,Andhra Pradesh
506,"BVSR College of Education, Cheemakurthi",Prakashm,Andhra Pradesh
507,"Sri Chaitanya College of Education, Podili",Prakashm,Andhra Pradesh
508,"Sri Datta Sai Degree College, Cheemakurthi",Prakashm,Andhra Pradesh
509,"Sarada Degree College, Korisipadu",Prakashm,Andhra Pradesh
510,"Sri Vasavi Kanyaka Parameswari Degree College Committee, Podili",Prakashm,Andhra Pradesh
511,"Sri Vasavi Kanyaka Parameswari Degree College, Cumbum",Prakashm,Andhra Pradesh
512,"Sri Srinivasa Arts & Science College, Giddaluru",Prakashm,Andhra Pradesh
513,"Sri Vivekananda Arts & Science College, Giddaluru",Prakashm,Andhra Pradesh
514,"Sri Gorantla Venkanna Oriental College, Timmasamudram",Prakashm,Andhra Pradesh
515,"Smt Mannuru Yesodamma Memorial B Ed College, Darsi",Prakashm,Andhra Pradesh
516,"Rahul Institute of Pharmaceutical Sciences & Research, Vetapalem Mandal",Prakashm,Andhra Pradesh
517,"Rahul Subramanyam Memorial Institute of Management Studies, Vetapalem",Prakashm,Andhra Pradesh
518,"Ravi Teja College of Education, Bestavaripeta",Prakashm,Andhra Pradesh
519,"Ravindra Bharathi College of Education, Chirala",Prakashm,Andhra Pradesh
520,"Pratap College of Education, Chirala",Prakashm,Andhra Pradesh
521,"Sri Pratibha Degree College, Kandukur",Prakashm,Andhra Pradesh
522,"Praveen College of Education, Bestavaripeta",Prakashm,Andhra Pradesh
523,"Padmanabhuni Narasimham Chetty Annapurnamma Degree College, Singarayakonda",Prakashm,Andhra Pradesh
524,"National Minority Degree College, Chirala",Prakashm,Andhra Pradesh
525,"Navya Chaitanya College of Education, Kandukur",Prakashm,Andhra Pradesh
526,"Omega College of Education, Pamuru",Prakashm,Andhra Pradesh
527,"Nandamuri Taraka Rama Rao Memorial Degree College, Addanki",Prakashm,Andhra Pradesh
528,"NNR & CL Degree College, Ongole",Prakashm,Andhra Pradesh
529,"Naripella Narayana Swamy Vidya Degree College, Chirala",Prakashm,Andhra Pradesh
530,"Magunta Subba Rami Reddy Degree College, Kondepi",Prakashm,Andhra Pradesh
531,"ML College of MBA, Singarayakonda",Prakashm,Andhra Pradesh
532,"Kamala College of Education, Markapuram",Prakashm,Andhra Pradesh
533,"Khasim Memorial College of Education, Podili",Prakashm,Andhra Pradesh
534,"KLR Degree College, Giddalur",Prakashm,Andhra Pradesh
535,"Hazarath Amuruddin College of Education, Giddalur",Prakashm,Andhra Pradesh
536,"Ideal and Sri Krishna Chaitanya Memorial Degree College, Markapur",Prakashm,Andhra Pradesh
537,"Indira Priyadharsini Law College, Ongole",Prakashm,Andhra Pradesh
538,"Goutham College of Education, Cumbum",Prakashm,Andhra Pradesh
539,"Gowtham Degree College, Cumbum",Prakashm,Andhra Pradesh
540,"Government Degree College, Yerragondapalem",Prakashm,Andhra Pradesh
541,"Government Degree College, Cumbum",Prakashm,Andhra Pradesh
542,"GC & YPN Degree College, Kanigiri",Prakashm,Andhra Pradesh
543,"GRK Degree College, Maddipadu",Prakashm,Andhra Pradesh
544,"GRR & TRR Degree College, Kandulapuram",Prakashm,Andhra Pradesh
545,"GV And Adsl College Of Education, Ongole",Prakashm,Andhra Pradesh
546,"Erigineni Tirupati Naidu & Lakshmamma Degree College, Pamuru",Prakashm,Andhra Pradesh
547,"Dr Samuel George College of Pharmaceutical Sciences, Markapur",Prakashm,Andhra Pradesh
548,"DVS College of Education, Darsi",Prakashm,Andhra Pradesh
549,"Devathi Venkata Subbaiah Degree College, Darsi",Prakashm,Andhra Pradesh
550,"DCRM PG College MBA, Inkollu",Prakashm,Andhra Pradesh
551,"Daggubati Chenchu Ramaiah Memorial Degree College, Inkollu",Prakashm,Andhra Pradesh
552,"Choudary Charan Singh Memorial Degree College, Martur",Prakashm,Andhra Pradesh
553,"Chaitanya College of Education, Markapuram",Prakashm,Andhra Pradesh
554,"BMRM Jhansi B Ed College, Darsi",Prakashm,Andhra Pradesh
555,"Brahmarambha Mallikharjuna Degree College, Pedda Dornala",Prakashm,Andhra Pradesh
556,"CMBC Degree College for Women, Ongole",Prakashm,Andhra Pradesh
557,"Bachina Veera Raghavaiah & Lakshmi Kanthamma Degree College, Medarametla",Prakashm,Andhra Pradesh
558,"Bapaneni Venkateswarlu Sri Prakasam Memorial Degree College, Ongole",Prakashm,Andhra Pradesh
559,"BA & KR College of Education, Medarametla",Prakashm,Andhra Pradesh
560,"Asha College of Education, Markapuram",Prakashm,Andhra Pradesh
561,"Alpha College of Education, Podili",Prakashm,Andhra Pradesh
562,"Alpha Degree College, Kanigiri",Prakashm,Andhra Pradesh
563,"Amrutha College of Education, Singarayakonda",Prakashm,Andhra Pradesh
564,"Andhra Kesari Vidya Kendram Degree College, Ongole",Prakashm,Andhra Pradesh
565,"Aazad College, Kandukur",Prakashm,Andhra Pradesh
566,"Adarsha College of Education, Giddalur",Prakashm,Andhra Pradesh
567,"Al Momin College of Education, Podili",Prakashm,Andhra Pradesh
568,"Andhra Kesari (AK) College of Education, Ongole",Prakashm,Andhra Pradesh
569,"Sri Vivekananda Arts and Science College, Giddalur",Prakashm,Andhra Pradesh
570,"MSR Degree College, Kondapi",Prakashm,Andhra Pradesh
571,"Tikkavarapu Rami Reddy Government Degree College, Kandukur",Prakashm,Andhra Pradesh
572,"Sri Vivekananda Degree College, Podili",Prakashm,Andhra Pradesh
573,"Bandla Bapaiah Hindu College, Prakasam",Prakashm,Andhra Pradesh
574,"Malineni Lakshmaiah College of Pharmacy, Singarayakonda",Prakashm,Andhra Pradesh
575,"Malineni Lakshmaiah B.Ed College, Singarayakonda",Prakashm,Andhra Pradesh
576,Other,Prakashm,Andhra Pradesh
577,PSC & KVSC Govt Degree College Nandyal,Nandyal,Andhra Pradesh
578,"Sri Chitturi Indraiah Memorial SCIM Government Degree & PG College, Tanuku",Tanuku,Andhra Pradesh
579,"ASR College of Engineering, Tanuku",Tanuku,Andhra Pradesh
580,"SMVM Polytechnic, Tanuku",Tanuku,Andhra Pradesh
581,"Sri Chitturi Indiraiah Memorial Government College, Tanuku",Tanuku,Andhra Pradesh
582,Other,Tanuku,Andhra Pradesh
583,"AJ College of Education, Krishna",Machilipatnam,Andhra Pradesh
584,Other,Machilipatnam,Andhra Pradesh
585,"Santhiram Engineering College, Kurnool",Kurnool,Andhra Pradesh
586,"Sri G Pulla Reddy SGPR Govt Polytechnic, Kurnool",Kurnool,Andhra Pradesh
587,"Ravindra College of Engineering For Women, Kurnool",Kurnool,Andhra Pradesh
588,"Kurnool Medical College, Kurnool",Kurnool,Andhra Pradesh
589,"Indian Institute of Information Technology Design & Manufacturing (IIITDM), Kurnool",Kurnool,Andhra Pradesh
590,"Sri Ramakrishna Degree College, Nandyal",Kurnool,Andhra Pradesh
591,"St Jones College Of Pharmaceutical Sciences, Yemmiganur",Kurnool,Andhra Pradesh
592,Sri Satyanarayana Engineering College,Kurnool,Andhra Pradesh
593,"Dr KV Subba Reddy College of Engineering for Women (KVSW), Kurnool",Kurnool,Andhra Pradesh
594,G Pulla Reddy Engineering College,Kurnool,Andhra Pradesh
595,"St. Johns College of Engineering & Technology, Yemmiganur",Kurnool,Andhra Pradesh
596,"Stanley Stephen College of Engineering and Technology, Kurnool",Kurnool,Andhra Pradesh
597,"Kottam College of Engineering, kurnool",Kurnool,Andhra Pradesh
598,"Dr Jyothirmayi Degree College, Kurnool",Kurnool,Andhra Pradesh
599,"Dr KV Subba Reddy Institute of MCA, Kurnool",Kurnool,Andhra Pradesh
600,"Allagadda Institute of Management and Science, Allagadda",Kurnool,Andhra Pradesh
601,"Dr Jyothirmayi Institute of MCA, Adoni",Kurnool,Andhra Pradesh
602,"Little Flower PG College, Nandyal",Kurnool,Andhra Pradesh
603,"Prabhath Institute of Computer Science, Nandyal",Kurnool,Andhra Pradesh
604,"Prabhath Institute Of Management and Science, Nandyal",Kurnool,Andhra Pradesh
605,"Vidya Jyoti Institute Of Management and Technology, Nandyal",Kurnool,Andhra Pradesh
606,"Sri Ramkrishna Degree College, Nandyal",Kurnool,Andhra Pradesh
607,"Sri Ramakrishna Degree College, Kurnool",Kurnool,Andhra Pradesh
608,"Sri Rama Krishna PG College, Nandyal",Kurnool,Andhra Pradesh
609,"Vidya Jyothi Institute Of Management & Technology, Nandyal",Kurnool,Andhra Pradesh
610,"Silver Jubilee Government College (SJGC) (Autonomous), Kurnool",Kurnool,Andhra Pradesh
611,"S V B Government Degree College, Koilkuntla",Kurnool,Andhra Pradesh
612,"Govt Degree College, Srisailam",Kurnool,Andhra Pradesh
